epoch,iter,global_step,loss,attn,box,ctr,lm,box_w,iou_p70,iou_p80,iou_p90,iou_05,iou_size,pos_mean,neg_mean,p_cur,sec_per_iter,imgs_per_sec,eta_epoch_min,eta_total_min
1,12,12,1.229394,0.881999,1.574709,0.0,0.0,0.5,0.086741,0.085227,0.062328,0.066645,0.058091,0.393034,0.32968,0.7,0.334885,3.65,479.17,13.58
1,13,13,1.225679,0.88859,1.527715,0.0,0.0,0.5,0.081376,0.076169,0.063793,0.06059,0.060291,0.318239,0.256688,0.7,0.323421,3.74,462.76,13.49
1,14,14,1.225972,0.852625,1.543503,0.0,0.0,0.5,0.087886,0.075047,0.066736,0.072942,0.042945,0.393133,0.295962,0.7,0.313087,3.82,447.97,13.4
1,15,15,1.19342,0.812685,1.550012,0.0,0.0,0.5,0.0993,0.086828,0.071925,0.08127,0.034483,0.444169,0.323706,0.7,0.303787,3.89,434.66,13.31
1,16,16,1.19005,0.840358,1.514489,0.0,0.0,0.5,0.098632,0.090275,0.07267,0.033619,0.051546,0.338175,0.256332,0.7,0.29541,3.96,422.67,13.23
1,17,17,1.171386,0.830471,1.547908,0.0,0.0,0.5,0.106875,0.097468,0.087033,0.075975,0.060291,0.406109,0.313691,0.7,0.287878,4.02,411.89,13.14
1,18,18,1.166663,0.776953,1.50023,0.0,0.0,0.5,0.102486,0.109748,0.088567,0.091894,0.069182,0.422585,0.272637,0.7,0.281111,4.07,402.2,13.05
1,19,19,1.176093,0.802793,1.443352,0.0,0.0,0.5,0.0993,0.108794,0.090877,0.016273,0.055901,0.315988,0.184697,0.7,0.274987,4.12,393.43,12.97
1,20,20,1.154267,0.749117,1.447636,0.0,0.0,0.5,0.102654,0.113823,0.110511,0.123665,0.073684,0.420785,0.225323,0.7,0.269511,4.16,385.59,12.89
1,21,21,1.173633,0.803613,1.421081,0.0,0.0,0.5,0.105352,0.115268,0.112112,0.020601,0.085106,0.309908,0.164895,0.7,0.264608,4.2,378.58,12.8
1,22,22,1.15704,0.781342,1.428439,0.0,0.0,0.5,0.106705,0.119141,0.112112,0.02445,0.089744,0.329137,0.179507,0.7,0.260153,4.23,372.2,12.72
1,23,23,1.164307,0.754186,1.526379,0.0,0.0,0.5,0.106028,0.126721,0.147267,0.123039,0.125828,0.50737,0.324017,0.7,0.256207,4.26,366.55,12.64
1,24,24,1.158836,0.760066,1.524096,0.0,0.0,0.5,0.10569,0.122551,0.125502,0.124292,0.123348,0.486522,0.317044,0.7,0.252632,4.29,361.43,12.56
1,25,25,1.15518,0.779775,1.476409,0.0,0.0,0.5,0.104676,0.115992,0.112112,0.089226,0.096774,0.371749,0.236437,0.7,0.24939,4.31,356.79,12.48
1,26,26,1.180402,0.8104,1.459869,0.0,0.0,0.5,0.104676,0.116959,0.114121,0.03543,0.096774,0.312942,0.198624,0.7,0.246472,4.34,352.61,12.4
1,27,27,1.134671,0.763496,1.477488,0.0,0.0,0.5,0.105352,0.126967,0.127971,0.101684,0.118421,0.392938,0.246581,0.7,0.24385,4.36,348.85,12.32
1,28,28,1.153754,0.743171,1.498333,0.0,0.0,0.5,0.105352,0.11987,0.148548,0.139094,0.153846,0.479298,0.292347,0.7,0.241495,4.38,345.48,12.24
1,29,29,1.265766,0.935048,1.430487,0.0,0.0,0.5,0.109934,0.115027,0.133774,0.011353,0.118421,0.210892,0.122885,0.7,0.239388,4.39,342.46,12.17
1,30,30,1.32938,1.047606,1.432136,0.0,0.0,0.5,0.117483,0.108317,0.123862,0.011572,0.111111,0.160503,0.091642,0.7,0.237467,4.41,339.71,12.09
1,31,31,1.259827,0.930991,1.428639,0.0,0.0,0.5,0.121645,0.106415,0.128796,0.029385,0.115974,0.222779,0.127623,0.7,0.235749,4.42,337.25,12.02
1,32,32,1.17782,0.815128,1.44364,0.0,0.0,0.5,0.120949,0.107841,0.123862,0.109173,0.118421,0.324081,0.189972,0.7,0.234218,4.43,335.05,11.94
1,33,33,1.150901,0.760535,1.484472,0.0,0.0,0.5,0.120949,0.11987,0.137118,0.146759,0.135857,0.423845,0.263845,0.7,0.233261,4.43,333.68,11.87
1,34,34,1.142859,0.756797,1.516688,0.0,0.0,0.5,0.128649,0.152918,0.137537,0.13225,0.115974,0.467817,0.308267,0.7,0.232398,4.44,332.44,11.8
1,35,35,1.129233,0.750383,1.493281,0.0,0.0,0.5,0.124436,0.141434,0.131695,0.110215,0.111111,0.431668,0.276133,0.7,0.231618,4.44,331.32,11.73
1,36,36,1.149496,0.736387,1.49974,0.0,0.0,0.5,0.11956,0.117928,0.124271,0.123242,0.103896,0.483137,0.295299,0.7,0.23092,4.44,330.32,11.66
1,37,37,1.146829,0.770052,1.441618,0.0,0.0,0.5,0.111983,0.118412,0.118564,0.065994,0.106291,0.343955,0.198076,0.7,0.230316,4.44,329.45,11.59
1,38,38,1.129542,0.750383,1.43342,0.0,0.0,0.5,0.109253,0.124755,0.135026,0.092407,0.108696,0.363835,0.199641,0.7,0.229745,4.44,328.63,11.52
1,39,39,1.142103,0.70357,1.45193,0.0,0.0,0.5,0.108232,0.129188,0.148976,0.138457,0.151242,0.483824,0.252725,0.7,0.229218,4.44,327.87,11.45
1,40,40,1.165116,0.786563,1.407324,0.0,0.0,0.5,0.107553,0.131666,0.128796,0.072833,0.113537,0.317285,0.159645,0.7,0.228748,4.44,327.2,11.38
1,41,41,1.15735,0.770778,1.407152,0.0,0.0,0.5,0.110957,0.130673,0.114523,0.117427,0.118421,0.342381,0.169274,0.7,0.227918,4.45,326.01,11.31
1,42,42,1.142034,0.72588,1.412033,0.0,0.0,0.5,0.110787,0.130673,0.130037,0.130996,0.118421,0.41824,0.200281,0.7,0.22716,4.46,324.92,11.25
1,43,43,1.13648,0.710111,1.433836,0.0,0.0,0.5,0.119907,0.127706,0.14217,0.134725,0.128319,0.452537,0.229784,0.7,0.226436,4.47,323.88,11.18
1,44,44,1.132188,0.754402,1.407637,0.0,0.0,0.5,0.121993,0.125245,0.140481,0.119314,0.13082,0.353155,0.176313,0.7,0.225813,4.48,322.98,11.11
1,45,45,1.117557,0.730442,1.409535,0.0,0.0,0.5,0.127593,0.123774,0.152409,0.147701,0.146067,0.38732,0.190957,0.7,0.22528,4.48,322.22,11.05
1,46,46,1.105815,0.705132,1.430302,0.0,0.0,0.5,0.12689,0.128693,0.151549,0.152678,0.156463,0.438102,0.225167,0.7,0.224761,4.49,321.47,10.98
1,47,47,1.099449,0.694217,1.46417,0.0,0.0,0.5,0.127593,0.147275,0.160211,0.16363,0.164384,0.494874,0.27197,0.7,0.224308,4.49,320.82,10.92
1,48,48,1.141823,0.772409,1.452892,0.0,0.0,0.5,0.12689,0.140172,0.168561,0.065874,0.175115,0.345853,0.209905,0.7,0.223907,4.5,320.24,10.86
1,49,49,1.149166,0.781267,1.456555,0.0,0.0,0.5,0.120601,0.134154,0.170778,0.056687,0.159091,0.340832,0.210471,0.7,0.223541,4.5,319.72,10.79
1,50,50,1.108614,0.733463,1.457351,0.0,0.0,0.5,0.121645,0.140172,0.183353,0.198289,0.214286,0.403822,0.236632,0.7,0.223216,4.51,319.25,10.73
1,51,51,1.156037,0.690359,1.485511,0.0,0.0,0.5,0.127593,0.150346,0.172558,0.158381,0.175115,0.561165,0.305951,0.7,0.222918,4.51,318.82,10.67
1,52,52,1.154214,0.759018,1.419366,0.0,0.0,0.5,0.128297,0.143205,0.13128,0.063588,0.106291,0.345431,0.180402,0.7,0.22264,4.51,318.42,10.61
1,53,53,1.166574,0.788401,1.40622,0.0,0.0,0.5,0.12689,0.126721,0.124681,0.06975,0.108696,0.312092,0.156591,0.7,0.222408,4.52,318.08,10.55
1,54,54,1.134676,0.743059,1.407813,0.0,0.0,0.5,0.129002,0.120843,0.127971,0.133374,0.128319,0.362,0.178711,0.7,0.22219,4.52,317.77,10.49
1,55,55,1.134893,0.684089,1.415937,0.0,0.0,0.5,0.124786,0.129188,0.148976,0.146802,0.125828,0.472007,0.222208,0.7,0.221977,4.52,317.46,10.43
1,56,56,1.154966,0.775492,1.380841,0.0,0.0,0.5,0.138784,0.136153,0.122635,0.103659,0.120879,0.319796,0.143395,0.7,0.221817,4.52,317.22,10.37
1,57,57,1.156166,0.778142,1.381576,0.0,0.0,0.5,0.143467,0.1206,0.117754,0.113975,0.111111,0.329487,0.147193,0.7,0.221653,4.52,316.99,10.31
1,58,58,1.146449,0.76956,1.382122,0.0,0.0,0.5,0.139143,0.1206,0.124271,0.122896,0.125828,0.337711,0.151458,0.7,0.221521,4.53,316.79,10.26
1,59,59,1.131128,0.719577,1.39762,0.0,0.0,0.5,0.13753,0.123285,0.134191,0.130638,0.133333,0.406878,0.188349,0.7,0.221367,4.53,316.57,10.2
1,60,60,1.119207,0.728655,1.392671,0.0,0.0,0.5,0.137709,0.131169,0.139217,0.151199,0.156463,0.371943,0.174123,0.7,0.221258,4.53,316.41,10.14
1,61,61,1.091174,0.667463,1.409535,0.0,0.0,0.5,0.139502,0.150602,0.155864,0.161275,0.161731,0.457417,0.218021,0.7,0.221169,4.53,316.28,10.09
1,62,62,1.094461,0.701088,1.389024,0.0,0.0,0.5,0.14746,0.178204,0.19158,0.113101,0.20283,0.36323,0.170948,0.7,0.221084,4.53,316.15,10.03
1,63,63,1.070056,0.673516,1.397334,0.0,0.0,0.5,0.147825,0.190168,0.222266,0.144748,0.211401,0.401646,0.192076,0.7,0.221017,4.53,316.05,9.98
1,64,64,1.063106,0.644145,1.438719,0.0,0.0,0.5,0.14746,0.187155,0.228105,0.232509,0.217184,0.514185,0.261038,0.7,0.220957,4.53,315.96,9.92
1,65,65,1.056473,0.652103,1.423977,0.0,0.0,0.5,0.146732,0.178743,0.229574,0.24363,0.240876,0.475325,0.23734,0.7,0.220991,4.53,316.01,9.87
1,66,66,1.070838,0.67455,1.39733,0.0,0.0,0.5,0.151481,0.181714,0.246465,0.134913,0.278196,0.399782,0.19169,0.7,0.220982,4.53,315.99,9.82
1,67,67,1.043939,0.635551,1.391468,0.0,0.0,0.5,0.142203,0.174448,0.239454,0.251451,0.246944,0.461695,0.209466,0.7,0.220865,4.53,315.82,9.77
1,68,68,1.040488,0.618775,1.386591,0.0,0.0,0.5,0.142744,0.171247,0.251521,0.253566,0.253071,0.490234,0.215142,0.7,0.220877,4.53,315.84,9.71
1,69,69,1.030868,0.623242,1.377609,0.0,0.0,0.5,0.145642,0.177666,0.248482,0.280956,0.27182,0.464423,0.201049,0.7,0.220854,4.53,315.8,9.66
1,70,70,1.030094,0.628656,1.367704,0.0,0.0,0.5,0.145642,0.186335,0.254575,0.279028,0.311054,0.440168,0.186661,0.7,0.220782,4.53,315.69,9.61
1,71,71,1.013109,0.578423,1.372092,0.0,0.0,0.5,0.146005,0.195687,0.27532,0.294843,0.324675,0.543849,0.222241,0.7,0.220712,4.53,315.59,9.56
1,72,72,1.019226,0.609573,1.34747,0.0,0.0,0.5,0.143106,0.197909,0.273215,0.254493,0.281407,0.45304,0.177791,0.7,0.220677,4.53,315.53,9.51
1,73,73,1.016192,0.586213,1.346408,0.0,0.0,0.5,0.143106,0.196797,0.263309,0.26634,0.262376,0.501071,0.191815,0.7,0.220621,4.54,315.45,9.46
1,74,74,1.03056,0.628215,1.331197,0.0,0.0,0.5,0.143106,0.196242,0.257644,0.200523,0.278196,0.415018,0.15474,0.7,0.220574,4.54,315.38,9.41
1,75,75,1.011635,0.578867,1.329506,0.0,0.0,0.5,0.142564,0.191819,0.238458,0.263775,0.265509,0.505656,0.182853,0.7,0.220592,4.54,315.4,9.37
1,76,76,1.01684,0.609161,1.310304,0.0,0.0,0.5,0.142564,0.190718,0.234494,0.251309,0.268657,0.441113,0.151758,0.7,0.220556,4.54,315.35,9.32
1,77,77,1.003634,0.592675,1.304514,0.0,0.0,0.5,0.143286,0.192922,0.259698,0.29011,0.284635,0.461263,0.155451,0.7,0.22058,4.54,315.38,9.27
1,78,78,0.995844,0.591618,1.299497,0.0,0.0,0.5,0.14401,0.194026,0.288638,0.30737,0.345646,0.454663,0.151178,0.7,0.220561,4.54,315.35,9.22
1,79,79,0.983241,0.570855,1.298681,0.0,0.0,0.5,0.144735,0.20014,0.297309,0.326246,0.338583,0.487084,0.161263,0.7,0.220553,4.54,315.33,9.18
1,80,80,0.988794,0.586146,1.290634,0.0,0.0,0.5,0.144735,0.197909,0.299495,0.326377,0.356383,0.452836,0.146505,0.7,0.220526,4.54,315.29,9.13
1,81,81,0.988617,0.583301,1.285536,0.0,0.0,0.5,0.147642,0.201258,0.299495,0.303628,0.352785,0.45125,0.143302,0.7,0.220493,4.54,315.24,9.09
1,82,82,0.975055,0.551251,1.282637,0.0,0.0,0.5,0.146914,0.198745,0.299495,0.317211,0.314433,0.500774,0.157107,0.7,0.220466,4.54,315.2,9.04
1,83,83,0.963337,0.541699,1.27429,0.0,0.0,0.5,0.147642,0.202378,0.304992,0.374145,0.378378,0.506787,0.155083,0.7,0.220475,4.54,315.21,9.0
1,84,84,0.965733,0.555798,1.271857,0.0,0.0,0.5,0.147642,0.202378,0.311092,0.386699,0.374663,0.478386,0.1456,0.7,0.220462,4.54,315.18,8.95
1,85,85,0.973441,0.567814,1.265622,0.0,0.0,0.5,0.148007,0.199023,0.307758,0.33534,0.356383,0.457788,0.135935,0.7,0.220469,4.54,315.19,8.91
1,86,86,0.996275,0.595821,1.267386,0.0,0.0,0.5,0.147278,0.195133,0.287025,0.275832,0.331593,0.427333,0.126459,0.7,0.22048,4.54,315.2,8.86
1,87,87,1.027885,0.63817,1.269341,0.0,0.0,0.5,0.150199,0.196242,0.276376,0.190693,0.29771,0.378618,0.111247,0.7,0.220459,4.54,315.17,8.82
1,88,88,0.995566,0.594945,1.261637,0.0,0.0,0.5,0.152032,0.204063,0.278491,0.273569,0.291139,0.429076,0.124619,0.7,0.22046,4.54,315.17,8.78
1,89,89,0.974652,0.568552,1.258724,0.0,0.0,0.5,0.152767,0.202939,0.287025,0.309975,0.338583,0.457341,0.132549,0.7,0.220492,4.54,315.21,8.74
1,90,90,0.961368,0.552234,1.261148,0.0,0.0,0.5,0.152032,0.211986,0.311092,0.32182,0.393443,0.474024,0.139196,0.7,0.220464,4.54,315.16,8.7
1,91,91,0.952179,0.531089,1.266214,0.0,0.0,0.5,0.153134,0.212556,0.327453,0.362372,0.363636,0.504677,0.150803,0.7,0.220491,4.54,315.2,8.65
1,92,92,0.990597,0.496243,1.279263,0.0,0.0,0.5,0.153134,0.209144,0.312766,0.322242,0.335079,0.60072,0.182965,0.7,0.22046,4.54,315.15,8.61
1,93,93,0.975997,0.537939,1.271334,0.0,0.0,0.5,0.153871,0.205188,0.290795,0.314442,0.311054,0.504232,0.152229,0.7,0.220447,4.54,315.13,8.57
1,94,94,0.982651,0.566632,1.275005,0.0,0.0,0.5,0.154792,0.205752,0.277962,0.279206,0.30102,0.461762,0.141426,0.7,0.220873,4.53,315.73,8.53
1,95,95,0.971432,0.552474,1.266012,0.0,0.0,0.5,0.155715,0.201258,0.277962,0.323157,0.321244,0.482547,0.143332,0.7,0.221228,4.52,316.24,8.49
1,96,96,0.959952,0.537879,1.255896,0.0,0.0,0.5,0.156455,0.205188,0.292959,0.333087,0.345646,0.494745,0.142382,0.7,0.221583,4.51,316.74,8.46
1,97,97,0.955849,0.542175,1.256981,0.0,0.0,0.5,0.156455,0.218861,0.328596,0.345288,0.393443,0.476767,0.138152,0.7,0.221874,4.51,317.15,8.42
1,98,98,0.963278,0.555832,1.256175,0.0,0.0,0.5,0.155715,0.220014,0.335498,0.331806,0.389646,0.456627,0.131675,0.7,0.221703,4.51,316.91,8.38
1,99,99,0.947875,0.533232,1.252365,0.0,0.0,0.5,0.154977,0.220592,0.343641,0.355688,0.416667,0.489642,0.140167,0.7,0.221552,4.51,316.69,8.34
1,100,100,0.942618,0.531837,1.247131,0.0,0.0,0.5,0.156455,0.216561,0.339557,0.401961,0.43662,0.484914,0.136425,0.7,0.221425,4.52,316.5,8.3
1,101,101,0.934177,0.49844,1.243884,0.0,0.0,0.5,0.157195,0.210848,0.317813,0.390095,0.389646,0.545244,0.152023,0.7,0.221402,4.52,316.47,8.27
1,102,102,0.940928,0.489522,1.246385,0.0,0.0,0.5,0.157195,0.210279,0.312208,0.354783,0.382114,0.571721,0.160064,0.7,0.221342,4.52,316.38,8.23
1,103,103,0.928706,0.504388,1.234093,0.0,0.0,0.5,0.158679,0.213126,0.316688,0.41814,0.40884,0.528372,0.142862,0.7,0.221262,4.52,316.26,8.19
1,104,104,0.923013,0.502864,1.228248,0.0,0.0,0.5,0.157937,0.218285,0.34775,0.432922,0.440678,0.522435,0.138751,0.7,0.221258,4.52,316.25,8.16
1,105,105,0.971111,0.571745,1.232638,0.0,0.0,0.5,0.158679,0.222907,0.346574,0.29722,0.452991,0.422774,0.110741,0.7,0.221161,4.52,316.1,8.12
1,106,106,0.939172,0.535922,1.219715,0.0,0.0,0.5,0.159609,0.218285,0.339557,0.371087,0.461318,0.465199,0.118405,0.7,0.22108,4.52,315.99,8.08
1,107,107,0.922951,0.512078,1.211164,0.0,0.0,0.5,0.158865,0.215987,0.346574,0.408488,0.448864,0.496489,0.124052,0.7,0.221052,4.52,315.94,8.05
1,108,108,0.936962,0.535506,1.208387,0.0,0.0,0.5,0.157381,0.218861,0.339557,0.359817,0.444759,0.465491,0.113839,0.7,0.220937,4.53,315.77,8.01
1,109,109,0.932205,0.528732,1.203875,0.0,0.0,0.5,0.158865,0.216561,0.337234,0.380697,0.404959,0.475482,0.114896,0.7,0.220858,4.53,315.66,7.98
1,110,110,0.965514,0.577465,1.205794,0.0,0.0,0.5,0.158308,0.21771,0.341888,0.284623,0.428571,0.411366,0.096763,0.7,0.220792,4.53,315.56,7.94
1,111,111,0.935155,0.5392,1.197247,0.0,0.0,0.5,0.159051,0.214269,0.338395,0.36631,0.448864,0.459196,0.107471,0.7,0.220712,4.53,315.44,7.91
1,112,112,0.979287,0.591781,1.209871,0.0,0.0,0.5,0.158122,0.217135,0.344227,0.221395,0.440678,0.398732,0.094134,0.7,0.220664,4.53,315.37,7.88
1,113,113,0.950303,0.553286,1.202857,0.0,0.0,0.5,0.158122,0.21771,0.345986,0.318943,0.424581,0.442628,0.104895,0.7,0.220619,4.53,315.3,7.84
1,114,114,0.957459,0.567797,1.203519,0.0,0.0,0.5,0.159237,0.215987,0.327453,0.315886,0.40884,0.426291,0.100494,0.7,0.220602,4.53,315.27,7.81
1,115,115,0.937576,0.545478,1.194674,0.0,0.0,0.5,0.158494,0.214841,0.318376,0.362306,0.382114,0.454202,0.105498,0.7,0.220586,4.53,315.25,7.78
1,116,116,0.924949,0.527925,1.189377,0.0,0.0,0.5,0.15627,0.213697,0.313884,0.38549,0.374663,0.481293,0.11122,0.7,0.22055,4.53,315.19,7.74
1,117,117,0.951225,0.569495,1.194704,0.0,0.0,0.5,0.15701,0.213412,0.321765,0.348325,0.378378,0.42679,0.097709,0.7,0.220539,4.53,315.17,7.71
1,118,118,0.93765,0.551211,1.193417,0.0,0.0,0.5,0.15664,0.217135,0.322899,0.388942,0.40884,0.446403,0.103058,0.7,0.220528,4.53,315.15,7.68
1,119,119,0.942682,0.556833,1.195,0.0,0.0,0.5,0.155161,0.214555,0.325172,0.350419,0.452991,0.437306,0.101014,0.7,0.220508,4.54,315.12,7.65
1,120,120,0.915119,0.514619,1.191059,0.0,0.0,0.5,0.157566,0.21771,0.336655,0.437333,0.444759,0.488371,0.113955,0.7,0.22049,4.54,315.09,7.62
1,121,121,0.921184,0.519623,1.190125,0.0,0.0,0.5,0.158679,0.22117,0.337234,0.394504,0.424581,0.480336,0.111225,0.7,0.220506,4.54,315.11,7.59
1,122,122,0.94617,0.551218,1.201783,0.0,0.0,0.5,0.158679,0.22117,0.351292,0.321731,0.404959,0.438743,0.103428,0.7,0.220475,4.54,315.06,7.56
1,123,123,0.948977,0.548965,1.208884,0.0,0.0,0.5,0.158679,0.220014,0.344227,0.32471,0.416667,0.446261,0.10826,0.7,0.220505,4.54,315.1,7.53
1,124,124,0.974807,0.576384,1.223159,0.0,0.0,0.5,0.158494,0.223488,0.313325,0.258636,0.356383,0.423332,0.106776,0.7,0.220517,4.53,315.12,7.5
1,125,125,0.979066,0.572133,1.226926,0.0,0.0,0.5,0.159237,0.220014,0.296218,0.237315,0.30102,0.438516,0.112501,0.7,0.220569,4.53,315.19,7.47
1,126,126,0.98454,0.577435,1.228713,0.0,0.0,0.5,0.159237,0.218861,0.293501,0.233865,0.294416,0.434977,0.112089,0.7,0.220573,4.53,315.19,7.44
1,127,127,0.970929,0.552141,1.229812,0.0,0.0,0.5,0.159237,0.21771,0.300042,0.28778,0.30102,0.464841,0.121448,0.7,0.220605,4.53,315.23,7.41
1,128,128,0.950569,0.529045,1.217893,0.0,0.0,0.5,0.155715,0.215987,0.302237,0.323358,0.331593,0.492862,0.124717,0.7,0.220592,4.53,315.21,7.38
1,129,129,0.960286,0.552462,1.215538,0.0,0.0,0.5,0.156455,0.213697,0.307758,0.32439,0.342105,0.458585,0.11376,0.7,0.220641,4.53,315.27,7.35
1,130,130,0.962318,0.554047,1.221509,0.0,0.0,0.5,0.156455,0.214269,0.315565,0.294958,0.370968,0.454878,0.11508,0.7,0.22065,4.53,315.28,7.32
1,131,131,0.940665,0.520083,1.217825,0.0,0.0,0.5,0.156455,0.215414,0.322332,0.379121,0.374663,0.500036,0.126654,0.7,0.22067,4.53,315.31,7.29
1,132,132,0.949721,0.538499,1.223552,0.0,0.0,0.5,0.157195,0.22117,0.336076,0.335232,0.404959,0.467498,0.119947,0.7,0.220688,4.53,315.33,7.27
1,133,133,0.936396,0.507205,1.218868,0.0,0.0,0.5,0.157937,0.223488,0.34775,0.381646,0.393443,0.507878,0.129412,0.7,0.220668,4.53,315.3,7.24
1,134,134,0.919669,0.464861,1.212638,0.0,0.0,0.5,0.157937,0.226981,0.35963,0.406171,0.404959,0.5745,0.145198,0.7,0.2207,4.53,315.34,7.21
1,135,135,0.90858,0.484191,1.206837,0.0,0.0,0.5,0.158679,0.226981,0.380313,0.437834,0.452991,0.531052,0.131771,0.7,0.220679,4.53,315.31,7.18
1,136,136,0.943918,0.554382,1.200892,0.0,0.0,0.5,0.157751,0.213126,0.336076,0.334267,0.412742,0.448478,0.106193,0.7,0.220733,4.53,315.38,7.16
1,137,137,0.96469,0.587339,1.20138,0.0,0.0,0.5,0.15627,0.210848,0.308867,0.312096,0.389646,0.419967,0.097649,0.7,0.220697,4.53,315.32,7.13
1,138,138,0.964245,0.58278,1.194886,0.0,0.0,0.5,0.158679,0.215414,0.337234,0.293951,0.432584,0.406731,0.091317,0.7,0.220711,4.53,315.34,7.1
1,139,139,0.941496,0.554632,1.182472,0.0,0.0,0.5,0.158679,0.212556,0.332613,0.331874,0.393443,0.446215,0.098052,0.7,0.2207,4.53,315.32,7.08
1,140,140,0.924828,0.534317,1.171932,0.0,0.0,0.5,0.156825,0.211986,0.332613,0.359619,0.39726,0.467835,0.100526,0.7,0.2207,4.53,315.32,7.05
1,141,141,0.947323,0.566324,1.18455,0.0,0.0,0.5,0.157381,0.213126,0.336076,0.348071,0.432584,0.425898,0.093263,0.7,0.220713,4.53,315.33,7.03
1,142,142,0.969692,0.589341,1.194249,0.0,0.0,0.5,0.157381,0.215414,0.350109,0.252166,0.448864,0.399212,0.088652,0.7,0.220699,4.53,315.31,7.0
1,143,143,0.91756,0.522469,1.18256,0.0,0.0,0.5,0.157381,0.214269,0.347162,0.381036,0.473988,0.476173,0.106867,0.7,0.220693,4.53,315.3,6.97
1,144,144,0.917028,0.521125,1.180462,0.0,0.0,0.5,0.157381,0.218573,0.330889,0.399303,0.432584,0.479003,0.107079,0.7,0.220687,4.53,315.28,6.95
1,145,145,0.926704,0.541639,1.180925,0.0,0.0,0.5,0.157381,0.210848,0.310535,0.406624,0.444759,0.456367,0.100969,0.7,0.220704,4.53,315.3,6.93
1,146,146,0.902711,0.508622,1.167486,0.0,0.0,0.5,0.158865,0.201818,0.312766,0.460192,0.461318,0.500603,0.10829,0.7,0.220712,4.53,315.31,6.9
1,147,147,0.908417,0.52043,1.165452,0.0,0.0,0.5,0.156825,0.206316,0.317813,0.435411,0.432584,0.483955,0.103138,0.7,0.220738,4.53,315.35,6.88
1,148,148,0.925479,0.548274,1.168059,0.0,0.0,0.5,0.157195,0.208577,0.320634,0.392755,0.420613,0.448241,0.094263,0.7,0.220721,4.53,315.32,6.85
1,149,149,0.910395,0.520896,1.168669,0.0,0.0,0.5,0.157566,0.210848,0.327453,0.429216,0.432584,0.477497,0.102627,0.7,0.22074,4.53,315.34,6.83
1,150,150,0.925134,0.539287,1.175212,0.0,0.0,0.5,0.158308,0.213126,0.340139,0.382326,0.444759,0.452669,0.098237,0.7,0.220745,4.53,315.35,6.8
1,151,151,0.92782,0.54293,1.175759,0.0,0.0,0.5,0.158308,0.214269,0.337814,0.347667,0.457143,0.449062,0.097207,0.7,0.220729,4.53,315.32,6.78
1,152,152,0.987923,0.618232,1.195902,0.0,0.0,0.5,0.157566,0.210848,0.324034,0.208293,0.412742,0.371449,0.081272,0.7,0.220743,4.53,315.34,6.76
1,153,153,0.943347,0.566196,1.176662,0.0,0.0,0.5,0.156455,0.213126,0.342472,0.335508,0.40884,0.426138,0.090972,0.7,0.220743,4.53,315.33,6.74
1,154,154,0.917978,0.528077,1.17041,0.0,0.0,0.5,0.157195,0.210848,0.333189,0.409367,0.420613,0.470699,0.101207,0.7,0.220755,4.53,315.34,6.71
